Date,Open,High,Low,Close,RSI,MACD,MACD_signal,MACD_diff
2020-12-21,1884.800048828125,1908.0,1869.0999755859375,1879.199951171875,56.16265730546246,1.5412831396422462,-5.93000153603378,7.471284675676026
2020-12-22,1882.199951171875,1882.199951171875,1861.0,1866.5999755859375,52.40516147939476,2.056677798590499,-4.332665669108924,6.389343467699423
2020-12-23,1867.0,1878.800048828125,1864.5,1874.699951171875,54.5120701993402,3.0831910077720295,-2.8494943337327334,5.932685341504763
2020-12-24,1877.300048828125,1879.9000244140625,1875.699951171875,1879.9000244140625,55.86289836634852,4.267123826219631,-1.4261707017422602,5.693294527961891
2020-12-28,1895.5,1895.800048828125,1873.699951171875,1877.199951171875,54.95041350441029,4.930687868917175,-0.15479898761037314,5.085486856527549
2020-12-29,1881.300048828125,1881.300048828125,1879.699951171875,1879.699951171875,55.67239426570192,5.593814251441927,0.994923660200087,4.59889059124184
2020-12-30,1879.9000244140625,1895.800048828125,1877.300048828125,1891.0,58.88021880858947,6.951038939122782,2.186146715984626,4.764892223138156
2020-12-31,1897.0,1901.300048828125,1892.699951171875,1893.0999755859375,59.46724977712317,8.102696915652814,3.3694567559182635,4.73324015973455
2021-01-04,1912.199951171875,1945.0999755859375,1912.199951171875,1944.699951171875,70.58095219043824,13.02889199340052,5.301343803414715,7.727548189985805
2021-01-05,1941.699951171875,1952.699951171875,1941.300048828125,1952.699951171875,71.86880448082141,17.378145778035787,7.716704198338929,9.661441579696858
2021-01-06,1952.0,1959.9000244140625,1901.5,1906.9000244140625,56.59423117855936,16.93408383628048,9.56018012592724,7.37390371035324
2021-01-07,1922.5999755859375,1926.699951171875,1912.0,1912.300048828125,57.73481463397398,16.82396222450234,11.01293654564226,5.811025678860078
2021-01-08,1908.0,1908.0,1834.0999755859375,1834.0999755859375,40.95238228547725,10.3077760623421,10.871904448982228,-0.5641283866401281
2021-01-11,1826.5,1849.5999755859375,1826.5,1849.5999755859375,44.40210882807603,6.321501706662957,9.961823900518374,-3.6403221938554164
2021-01-12,1849.0,1859.699951171875,1839.4000244140625,1842.9000244140625,43.226515425748005,2.591843337856517,8.487827787986003,-5.895984450129486
2021-01-13,1858.0,1858.5999755859375,1853.5999755859375,1853.5999755859375,45.69912318101369,0.493767007484621,6.8890156318857265,-6.3952486244011055
2021-01-14,1836.699951171875,1850.699951171875,1836.699951171875,1850.300048828125,45.04751326216264,-1.4188939842561012,5.227433708657361,-6.646327692913462
2021-01-15,1829.4000244140625,1829.4000244140625,1825.0,1829.300048828125,41.03737733202407,-4.576461496483262,3.2666546676292363,-7.843116164112498
2021-01-19,1802.0,1842.9000244140625,1802.0,1839.5,43.66076630753278,-6.184514451081441,1.3764208438871008,-7.560935294968542
2021-01-20,1847.800048828125,1866.5999755859375,1844.4000244140625,1865.9000244140625,49.87682859272281,-5.267921348849313,0.04755240533981797,-5.3154737541891315
2021-01-21,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,49.74250694070725,-4.537620858527362,-0.869482247433618,-3.6681386110937435
2021-01-22,1854.9000244140625,1855.699951171875,1852.699951171875,1855.699951171875,47.536527780377796,-4.679557086739351,-1.6314972152947647,-3.048059871444586
2021-01-25,1864.699951171875,1864.699951171875,1851.800048828125,1854.9000244140625,47.348104054891735,-4.801244219588398,-2.2654466161534916,-2.535797603434906
2021-01-26,1855.800048828125,1855.800048828125,1850.699951171875,1850.699951171875,46.310155818809584,-5.176916685218885,-2.8477406299665704,-2.329176055252314
2021-01-27,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,44.84808850488931,-5.874922983014812,-3.4531771005762186,-2.421745882438594
2021-01-28,1843.4000244140625,1862.9000244140625,1831.5,1837.9000244140625,43.08030096441098,-6.913247883190934,-4.145191257099162,-2.768056626091772
2021-01-29,1842.0,1876.0,1838.699951171875,1847.300048828125,46.1499442702939,-6.898107348780513,-4.6957744754354325,-2.202332873345081
2021-02-01,1866.5999755859375,1871.9000244140625,1850.0,1860.800048828125,50.29574441353729,-5.73071111984018,-4.902761804316382,-0.8279493155237976
